0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,label,split
-41.0,-44.0,-54.0,-52.0,-49.0,-68.0,-60.0,-58.0,34.4227,-34.1939,-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,35.1447,-33.7545,-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,35.1766,-33.8662,-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,35.0294,-32.9735,-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,35.0903,-34.1931,-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,34.6968,-34.3962,-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,35.6992,-32.93,-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,36.0184,-33.25,-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,35.2421,-33.8814,-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,36.8598,-33.7921,0.5_0.5,train
-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,35.1447,-33.7545,-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,35.1766,-33.8662,-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,35.0294,-32.9735,-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,35.0903,-34.1931,-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,34.6968,-34.3962,-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,35.6992,-32.93,-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,36.0184,-33.25,-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,35.2421,-33.8814,-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,36.8598,-33.7921,-41.0,-35.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,36.7809,-32.2679,0.5_0.5,train
-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,35.1766,-33.8662,-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,35.0294,-32.9735,-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,35.0903,-34.1931,-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,34.6968,-34.3962,-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,35.6992,-32.93,-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,36.0184,-33.25,-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,35.2421,-33.8814,-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,36.8598,-33.7921,-41.0,-35.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,36.7809,-32.2679,-48.0,-35.0,-50.0,-53.0,-49.0,-68.0,-60.0,-58.0,36.6812,-32.0417,0.5_0.5,train
-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,35.0294,-32.9735,-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,35.0903,-34.1931,-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,34.6968,-34.3962,-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,35.6992,-32.93,-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,36.0184,-33.25,-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,35.2421,-33.8814,-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,36.8598,-33.7921,-41.0,-35.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,36.7809,-32.2679,-48.0,-35.0,-50.0,-53.0,-49.0,-68.0,-60.0,-58.0,36.6812,-32.0417,-48.0,-35.0,-50.0,-55.0,-49.0,-68.0,-60.0,-58.0,36.3559,-33.6021,0.5_0.5,train
-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,35.0903,-34.1931,-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,34.6968,-34.3962,-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,35.6992,-32.93,-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,36.0184,-33.25,-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,35.2421,-33.8814,-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,36.8598,-33.7921,-41.0,-35.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,36.7809,-32.2679,-48.0,-35.0,-50.0,-53.0,-49.0,-68.0,-60.0,-58.0,36.6812,-32.0417,-48.0,-35.0,-50.0,-55.0,-49.0,-68.0,-60.0,-58.0,36.3559,-33.6021,-48.0,-35.0,-45.0,-55.0,-49.0,-68.0,-60.0,-58.0,35.7876,-32.6792,0.5_0.5,train
-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,34.6968,-34.3962,-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,35.6992,-32.93,-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,36.0184,-33.25,-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,35.2421,-33.8814,-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,36.8598,-33.7921,-41.0,-35.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,36.7809,-32.2679,-48.0,-35.0,-50.0,-53.0,-49.0,-68.0,-60.0,-58.0,36.6812,-32.0417,-48.0,-35.0,-50.0,-55.0,-49.0,-68.0,-60.0,-58.0,36.3559,-33.6021,-48.0,-35.0,-45.0,-55.0,-49.0,-68.0,-60.0,-58.0,35.7876,-32.6792,-48.0,-35.0,-45.0,-57.0,-49.0,-68.0,-60.0,-58.0,34.988,-31.3134,0.5_0.5,train
-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,35.6992,-32.93,-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,36.0184,-33.25,-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,35.2421,-33.8814,-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,36.8598,-33.7921,-41.0,-35.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,36.7809,-32.2679,-48.0,-35.0,-50.0,-53.0,-49.0,-68.0,-60.0,-58.0,36.6812,-32.0417,-48.0,-35.0,-50.0,-55.0,-49.0,-68.0,-60.0,-58.0,36.3559,-33.6021,-48.0,-35.0,-45.0,-55.0,-49.0,-68.0,-60.0,-58.0,35.7876,-32.6792,-48.0,-35.0,-45.0,-57.0,-49.0,-68.0,-60.0,-58.0,34.988,-31.3134,-48.0,-35.0,-45.0,-57.0,-49.0,-56.0,-81.0,-58.0,34.3231,-31.5254,0.5_0.5,train
-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,36.0184,-33.25,-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,35.2421,-33.8814,-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,36.8598,-33.7921,-41.0,-35.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,36.7809,-32.2679,-48.0,-35.0,-50.0,-53.0,-49.0,-68.0,-60.0,-58.0,36.6812,-32.0417,-48.0,-35.0,-50.0,-55.0,-49.0,-68.0,-60.0,-58.0,36.3559,-33.6021,-48.0,-35.0,-45.0,-55.0,-49.0,-68.0,-60.0,-58.0,35.7876,-32.6792,-48.0,-35.0,-45.0,-57.0,-49.0,-68.0,-60.0,-58.0,34.988,-31.3134,-48.0,-35.0,-45.0,-57.0,-49.0,-56.0,-81.0,-58.0,34.3231,-31.5254,-48.0,-35.0,-45.0,-57.0,-49.0,-56.0,-68.0,-54.0,35.2935,-32.2155,0.5_0.5,train
-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,35.2421,-33.8814,-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,36.8598,-33.7921,-41.0,-35.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,36.7809,-32.2679,-48.0,-35.0,-50.0,-53.0,-49.0,-68.0,-60.0,-58.0,36.6812,-32.0417,-48.0,-35.0,-50.0,-55.0,-49.0,-68.0,-60.0,-58.0,36.3559,-33.6021,-48.0,-35.0,-45.0,-55.0,-49.0,-68.0,-60.0,-58.0,35.7876,-32.6792,-48.0,-35.0,-45.0,-57.0,-49.0,-68.0,-60.0,-58.0,34.988,-31.3134,-48.0,-35.0,-45.0,-57.0,-49.0,-56.0,-81.0,-58.0,34.3231,-31.5254,-48.0,-35.0,-45.0,-57.0,-49.0,-56.0,-68.0,-54.0,35.2935,-32.2155,-48.0,-35.0,-45.0,-57.0,-58.0,-61.0,-68.0,-54.0,33.5159,-33.1665,0.5_0.5,train
-41.0,-44.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,36.8598,-33.7921,-41.0,-35.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,36.7809,-32.2679,-48.0,-35.0,-50.0,-53.0,-49.0,-68.0,-60.0,-58.0,36.6812,-32.0417,-48.0,-35.0,-50.0,-55.0,-49.0,-68.0,-60.0,-58.0,36.3559,-33.6021,-48.0,-35.0,-45.0,-55.0,-49.0,-68.0,-60.0,-58.0,35.7876,-32.6792,-48.0,-35.0,-45.0,-57.0,-49.0,-68.0,-60.0,-58.0,34.988,-31.3134,-48.0,-35.0,-45.0,-57.0,-49.0,-56.0,-81.0,-58.0,34.3231,-31.5254,-48.0,-35.0,-45.0,-57.0,-49.0,-56.0,-68.0,-54.0,35.2935,-32.2155,-48.0,-35.0,-45.0,-57.0,-58.0,-61.0,-68.0,-54.0,33.5159,-33.1665,-48.0,-35.0,-52.0,-57.0,-58.0,-61.0,-69.0,-54.0,35.0982,-33.0835,0.5_0.5,train
-41.0,-35.0,-54.0,-53.0,-49.0,-68.0,-60.0,-58.0,36.7809,-32.2679,-48.0,-35.0,-50.0,-53.0,-49.0,-68.0,-60.0,-58.0,36.6812,-32.0417,-48.0,-35.0,-50.0,-55.0,-49.0,-68.0,-60.0,-58.0,36.3559,-33.6021,-48.0,-35.0,-45.0,-55.0,-49.0,-68.0,-60.0,-58.0,35.7876,-32.6792,-48.0,-35.0,-45.0,-57.0,-49.0,-68.0,-60.0,-58.0,34.988,-31.3134,-48.0,-35.0,-45.0,-57.0,-49.0,-56.0,-81.0,-58.0,34.3231,-31.5254,-48.0,-35.0,-45.0,-57.0,-49.0,-56.0,-68.0,-54.0,35.2935,-32.2155,-48.0,-35.0,-45.0,-57.0,-58.0,-61.0,-68.0,-54.0,33.5159,-33.1665,-48.0,-35.0,-52.0,-57.0,-58.0,-61.0,-69.0,-54.0,35.0982,-33.0835,-48.0,-30.0,-52.0,-53.0,-65.0,-61.0,-74.0,-54.0,34.1392,-32.2416,0.5_0.5,train
-48.0,-35.0,-50.0,-53.0,-49.0,-68.0,-60.0,-58.0,36.6812,-32.0417,-48.0,-35.0,-50.0,-55.0,-49.0,-68.0,-60.0,-58.0,36.3559,-33.6021,-48.0,-35.0,-45.0,-55.0,-49.0,-68.0,-60.0,-58.0,35.7876,-32.6792,-48.0,-35.0,-45.0,-57.0,-49.0,-68.0,-60.0,-58.0,34.988,-31.3134,-48.0,-35.0,-45.0,-57.0,-49.0,-56.0,-81.0,-58.0,34.3231,-31.5254,-48.0,-35.0,-45.0,-57.0,-49.0,-56.0,-68.0,-54.0,35.2935,-32.2155,-48.0,-35.0,-45.0,-57.0,-58.0,-61.0,-68.0,-54.0,33.5159,-33.1665,-48.0,-35.0,-52.0,-57.0,-58.0,-61.0,-69.0,-54.0,35.0982,-33.0835,-48.0,-30.0,-52.0,-53.0,-65.0,-61.0,-74.0,-54.0,34.1392,-32.2416,-48.0,-30.0,-53.0,-53.0,-65.0,-62.0,-74.0,-58.0,33.7098,-33.679,0.5_0.5,train
-48.0,-35.0,-50.0,-55.0,-49.0,-68.0,-60.0,-58.0,36.3559,-33.6021,-48.0,-35.0,-45.0,-55.0,-49.0,-68.0,-60.0,-58.0,35.7876,-32.6792,-48.0,-35.0,-45.0,-57.0,-49.0,-68.0,-60.0,-58.0,34.988,-31.3134,-48.0,-35.0,-45.0,-57.0,-49.0,-56.0,-81.0,-58.0,34.3231,-31.5254,-48.0,-35.0,-45.0,-57.0,-49.0,-56.0,-68.0,-54.0,35.2935,-32.2155,-48.0,-35.0,-45.0,-57.0,-58.0,-61.0,-68.0,-54.0,33.5159,-33.1665,-48.0,-35.0,-52.0,-57.0,-58.0,-61.0,-69.0,-54.0,35.0982,-33.0835,-48.0,-30.0,-52.0,-53.0,-65.0,-61.0,-74.0,-54.0,34.1392,-32.2416,-48.0,-30.0,-53.0,-53.0,-65.0,-62.0,-74.0,-58.0,33.7098,-33.679,-48.0,-28.0,-53.0,-54.0,-65.0,-62.0,-76.0,-99.0,34.0288,-34.1162,0.5_0.5,train
-48.0,-35.0,-45.0,-55.0,-49.0,-68.0,-60.0,-58.0,35.7876,-32.6792,-48.0,-35.0,-45.0,-57.0,-49.0,-68.0,-60.0,-58.0,34.988,-31.3134,-48.0,-35.0,-45.0,-57.0,-49.0,-56.0,-81.0,-58.0,34.3231,-31.5254,-48.0,-35.0,-45.0,-57.0,-49.0,-56.0,-68.0,-54.0,35.2935,-32.2155,-48.0,-35.0,-45.0,-57.0,-58.0,-61.0,-68.0,-54.0,33.5159,-33.1665,-48.0,-35.0,-52.0,-57.0,-58.0,-61.0,-69.0,-54.0,35.0982,-33.0835,-48.0,-30.0,-52.0,-53.0,-65.0,-61.0,-74.0,-54.0,34.1392,-32.2416,-48.0,-30.0,-53.0,-53.0,-65.0,-62.0,-74.0,-58.0,33.7098,-33.679,-48.0,-28.0,-53.0,-54.0,-65.0,-62.0,-76.0,-99.0,34.0288,-34.1162,-48.0,-28.0,-53.0,-52.0,-69.0,-62.0,-69.0,-99.0,34.1589,-33.9856,0.5_0.5,train
-48.0,-35.0,-45.0,-57.0,-49.0,-68.0,-60.0,-58.0,34.988,-31.3134,-48.0,-35.0,-45.0,-57.0,-49.0,-56.0,-81.0,-58.0,34.3231,-31.5254,-48.0,-35.0,-45.0,-57.0,-49.0,-56.0,-68.0,-54.0,35.2935,-32.2155,-48.0,-35.0,-45.0,-57.0,-58.0,-61.0,-68.0,-54.0,33.5159,-33.1665,-48.0,-35.0,-52.0,-57.0,-58.0,-61.0,-69.0,-54.0,35.0982,-33.0835,-48.0,-30.0,-52.0,-53.0,-65.0,-61.0,-74.0,-54.0,34.1392,-32.2416,-48.0,-30.0,-53.0,-53.0,-65.0,-62.0,-74.0,-58.0,33.7098,-33.679,-48.0,-28.0,-53.0,-54.0,-65.0,-62.0,-76.0,-99.0,34.0288,-34.1162,-48.0,-28.0,-53.0,-52.0,-69.0,-62.0,-69.0,-99.0,34.1589,-33.9856,-48.0,-29.0,-54.0,-52.0,-69.0,-63.0,-69.0,-54.0,33.29,-32.4038,0.5_0.5,train
-48.0,-35.0,-45.0,-57.0,-49.0,-56.0,-81.0,-58.0,34.3231,-31.5254,-48.0,-35.0,-45.0,-57.0,-49.0,-56.0,-68.0,-54.0,35.2935,-32.2155,-48.0,-35.0,-45.0,-57.0,-58.0,-61.0,-68.0,-54.0,33.5159,-33.1665,-48.0,-35.0,-52.0,-57.0,-58.0,-61.0,-69.0,-54.0,35.0982,-33.0835,-48.0,-30.0,-52.0,-53.0,-65.0,-61.0,-74.0,-54.0,34.1392,-32.2416,-48.0,-30.0,-53.0,-53.0,-65.0,-62.0,-74.0,-58.0,33.7098,-33.679,-48.0,-28.0,-53.0,-54.0,-65.0,-62.0,-76.0,-99.0,34.0288,-34.1162,-48.0,-28.0,-53.0,-52.0,-69.0,-62.0,-69.0,-99.0,34.1589,-33.9856,-48.0,-29.0,-54.0,-52.0,-69.0,-63.0,-69.0,-54.0,33.29,-32.4038,-46.0,-29.0,-54.0,-53.0,-70.0,-63.0,-68.0,-54.0,34.0275,-32.396,0.5_0.5,train
-48.0,-35.0,-45.0,-57.0,-49.0,-56.0,-68.0,-54.0,35.2935,-32.2155,-48.0,-35.0,-45.0,-57.0,-58.0,-61.0,-68.0,-54.0,33.5159,-33.1665,-48.0,-35.0,-52.0,-57.0,-58.0,-61.0,-69.0,-54.0,35.0982,-33.0835,-48.0,-30.0,-52.0,-53.0,-65.0,-61.0,-74.0,-54.0,34.1392,-32.2416,-48.0,-30.0,-53.0,-53.0,-65.0,-62.0,-74.0,-58.0,33.7098,-33.679,-48.0,-28.0,-53.0,-54.0,-65.0,-62.0,-76.0,-99.0,34.0288,-34.1162,-48.0,-28.0,-53.0,-52.0,-69.0,-62.0,-69.0,-99.0,34.1589,-33.9856,-48.0,-29.0,-54.0,-52.0,-69.0,-63.0,-69.0,-54.0,33.29,-32.4038,-46.0,-29.0,-54.0,-53.0,-70.0,-63.0,-68.0,-54.0,34.0275,-32.396,-46.0,-26.0,-54.0,-53.0,-70.0,-63.0,-68.0,-59.0,33.8962,-33.0859,0.5_0.5,train
-48.0,-35.0,-45.0,-57.0,-58.0,-61.0,-68.0,-54.0,33.5159,-33.1665,-48.0,-35.0,-52.0,-57.0,-58.0,-61.0,-69.0,-54.0,35.0982,-33.0835,-48.0,-30.0,-52.0,-53.0,-65.0,-61.0,-74.0,-54.0,34.1392,-32.2416,-48.0,-30.0,-53.0,-53.0,-65.0,-62.0,-74.0,-58.0,33.7098,-33.679,-48.0,-28.0,-53.0,-54.0,-65.0,-62.0,-76.0,-99.0,34.0288,-34.1162,-48.0,-28.0,-53.0,-52.0,-69.0,-62.0,-69.0,-99.0,34.1589,-33.9856,-48.0,-29.0,-54.0,-52.0,-69.0,-63.0,-69.0,-54.0,33.29,-32.4038,-46.0,-29.0,-54.0,-53.0,-70.0,-63.0,-68.0,-54.0,34.0275,-32.396,-46.0,-26.0,-54.0,-53.0,-70.0,-63.0,-68.0,-59.0,33.8962,-33.0859,-47.0,-26.0,-54.0,-53.0,-70.0,-63.0,-68.0,-59.0,34.0077,-32.6041,0.5_0.5,train
-48.0,-35.0,-52.0,-57.0,-58.0,-61.0,-69.0,-54.0,35.0982,-33.0835,-48.0,-30.0,-52.0,-53.0,-65.0,-61.0,-74.0,-54.0,34.1392,-32.2416,-48.0,-30.0,-53.0,-53.0,-65.0,-62.0,-74.0,-58.0,33.7098,-33.679,-48.0,-28.0,-53.0,-54.0,-65.0,-62.0,-76.0,-99.0,34.0288,-34.1162,-48.0,-28.0,-53.0,-52.0,-69.0,-62.0,-69.0,-99.0,34.1589,-33.9856,-48.0,-29.0,-54.0,-52.0,-69.0,-63.0,-69.0,-54.0,33.29,-32.4038,-46.0,-29.0,-54.0,-53.0,-70.0,-63.0,-68.0,-54.0,34.0275,-32.396,-46.0,-26.0,-54.0,-53.0,-70.0,-63.0,-68.0,-59.0,33.8962,-33.0859,-47.0,-26.0,-54.0,-53.0,-70.0,-63.0,-68.0,-59.0,34.0077,-32.6041,-47.0,-26.0,-54.0,-53.0,-70.0,-62.0,-65.0,-59.0,33.5851,-32.4951,0.5_0.5,train
-48.0,-30.0,-52.0,-53.0,-65.0,-61.0,-74.0,-54.0,34.1392,-32.2416,-48.0,-30.0,-53.0,-53.0,-65.0,-62.0,-74.0,-58.0,33.7098,-33.679,-48.0,-28.0,-53.0,-54.0,-65.0,-62.0,-76.0,-99.0,34.0288,-34.1162,-48.0,-28.0,-53.0,-52.0,-69.0,-62.0,-69.0,-99.0,34.1589,-33.9856,-48.0,-29.0,-54.0,-52.0,-69.0,-63.0,-69.0,-54.0,33.29,-32.4038,-46.0,-29.0,-54.0,-53.0,-70.0,-63.0,-68.0,-54.0,34.0275,-32.396,-46.0,-26.0,-54.0,-53.0,-70.0,-63.0,-68.0,-59.0,33.8962,-33.0859,-47.0,-26.0,-54.0,-53.0,-70.0,-63.0,-68.0,-59.0,34.0077,-32.6041,-47.0,-26.0,-54.0,-53.0,-70.0,-62.0,-65.0,-59.0,33.5851,-32.4951,-47.0,-26.0,-54.0,-53.0,-70.0,-62.0,-65.0,-56.0,34.0497,-32.4989,0.5_0.5,train
-48.0,-30.0,-53.0,-53.0,-65.0,-62.0,-74.0,-58.0,33.7098,-33.679,-48.0,-28.0,-53.0,-54.0,-65.0,-62.0,-76.0,-99.0,34.0288,-34.1162,-48.0,-28.0,-53.0,-52.0,-69.0,-62.0,-69.0,-99.0,34.1589,-33.9856,-48.0,-29.0,-54.0,-52.0,-69.0,-63.0,-69.0,-54.0,33.29,-32.4038,-46.0,-29.0,-54.0,-53.0,-70.0,-63.0,-68.0,-54.0,34.0275,-32.396,-46.0,-26.0,-54.0,-53.0,-70.0,-63.0,-68.0,-59.0,33.8962,-33.0859,-47.0,-26.0,-54.0,-53.0,-70.0,-63.0,-68.0,-59.0,34.0077,-32.6041,-47.0,-26.0,-54.0,-53.0,-70.0,-62.0,-65.0,-59.0,33.5851,-32.4951,-47.0,-26.0,-54.0,-53.0,-70.0,-62.0,-65.0,-56.0,34.0497,-32.4989,-47.0,-26.0,-54.0,-53.0,-70.0,-62.0,-65.0,-56.0,34.093,-32.1515,0.5_0.5,train
-48.0,-28.0,-53.0,-54.0,-65.0,-62.0,-76.0,-99.0,34.0288,-34.1162,-48.0,-28.0,-53.0,-52.0,-69.0,-62.0,-69.0,-99.0,34.1589,-33.9856,-48.0,-29.0,-54.0,-52.0,-69.0,-63.0,-69.0,-54.0,33.29,-32.4038,-46.0,-29.0,-54.0,-53.0,-70.0,-63.0,-68.0,-54.0,34.0275,-32.396,-46.0,-26.0,-54.0,-53.0,-70.0,-63.0,-68.0,-59.0,33.8962,-33.0859,-47.0,-26.0,-54.0,-53.0,-70.0,-63.0,-68.0,-59.0,34.0077,-32.6041,-47.0,-26.0,-54.0,-53.0,-70.0,-62.0,-65.0,-59.0,33.5851,-32.4951,-47.0,-26.0,-54.0,-53.0,-70.0,-62.0,-65.0,-56.0,34.0497,-32.4989,-47.0,-26.0,-54.0,-53.0,-70.0,-62.0,-65.0,-56.0,34.093,-32.1515,-47.0,-26.0,-54.0,-53.0,-70.0,-62.0,-65.0,-56.0,33.7544,-33.0442,0.5_0.5,train
-48.0,-28.0,-53.0,-52.0,-69.0,-62.0,-69.0,-99.0,34.1589,-33.9856,-48.0,-29.0,-54.0,-52.0,-69.0,-63.0,-69.0,-54.0,33.29,-32.4038,-46.0,-29.0,-54.0,-53.0,-70.0,-63.0,-68.0,-54.0,34.0275,-32.396,-46.0,-26.0,-54.0,-53.0,-70.0,-63.0,-68.0,-59.0,33.8962,-33.0859,-47.0,-26.0,-54.0,-53.0,-70.0,-63.0,-68.0,-59.0,34.0077,-32.6041,-47.0,-26.0,-54.0,-53.0,-70.0,-62.0,-65.0,-59.0,33.5851,-32.4951,-47.0,-26.0,-54.0,-53.0,-70.0,-62.0,-65.0,-56.0,34.0497,-32.4989,-47.0,-26.0,-54.0,-53.0,-70.0,-62.0,-65.0,-56.0,34.093,-32.1515,-47.0,-26.0,-54.0,-53.0,-70.0,-62.0,-65.0,-56.0,33.7544,-33.0442,-47.0,-26.0,-54.0,-53.0,-70.0,-62.0,-65.0,-56.0,34.5923,-33.4747,0.5_0.5,train
-48.0,-29.0,-54.0,-52.0,-69.0,-63.0,-69.0,-54.0,33.29,-32.4038,-46.0,-29.0,-54.0,-53.0,-70.0,-63.0,-68.0,-54.0,34.0275,-32.396,-46.0,-26.0,-54.0,-53.0,-70.0,-63.0,-68.0,-59.0,33.8962,-33.0859,-47.0,-26.0,-54.0,-53.0,-70.0,-63.0,-68.0,-59.0,34.0077,-32.6041,-47.0,-26.0,-54.0,-53.0,-70.0,-62.0,-65.0,-59.0,33.5851,-32.4951,-47.0,-26.0,-54.0,-53.0,-70.0,-62.0,-65.0,-56.0,34.0497,-32.4989,-47.0,-26.0,-54.0,-53.0,-70.0,-62.0,-65.0,-56.0,34.093,-32.1515,-47.0,-26.0,-54.0,-53.0,-70.0,-62.0,-65.0,-56.0,33.7544,-33.0442,-47.0,-26.0,-54.0,-53.0,-70.0,-62.0,-65.0,-56.0,34.5923,-33.4747,-47.0,-26.0,-54.0,-58.0,-70.0,-62.0,-65.0,-56.0,35.0352,-31.6229,0.5_0.5,train
-46.0,-29.0,-54.0,-53.0,-70.0,-63.0,-68.0,-54.0,34.0275,-32.396,-46.0,-26.0,-54.0,-53.0,-70.0,-63.0,-68.0,-59.0,33.8962,-33.0859,-47.0,-26.0,-54.0,-53.0,-70.0,-63.0,-68.0,-59.0,34.0077,-32.6041,-47.0,-26.0,-54.0,-53.0,-70.0,-62.0,-65.0,-59.0,33.5851,-32.4951,-47.0,-26.0,-54.0,-53.0,-70.0,-62.0,-65.0,-56.0,34.0497,-32.4989,-47.0,-26.0,-54.0,-53.0,-70.0,-62.0,-65.0,-56.0,34.093,-32.1515,-47.0,-26.0,-54.0,-53.0,-70.0,-62.0,-65.0,-56.0,33.7544,-33.0442,-47.0,-26.0,-54.0,-53.0,-70.0,-62.0,-65.0,-56.0,34.5923,-33.4747,-47.0,-26.0,-54.0,-58.0,-70.0,-62.0,-65.0,-56.0,35.0352,-31.6229,-30.0,-33.0,-54.0,-58.0,-70.0,-62.0,-65.0,-56.0,34.0077,-32.4362,0.5_0.5,train
-46.0,-26.0,-54.0,-53.0,-70.0,-63.0,-68.0,-59.0,33.8962,-33.0859,-47.0,-26.0,-54.0,-53.0,-70.0,-63.0,-68.0,-59.0,34.0077,-32.6041,-47.0,-26.0,-54.0,-53.0,-70.0,-62.0,-65.0,-59.0,33.5851,-32.4951,-47.0,-26.0,-54.0,-53.0,-70.0,-62.0,-65.0,-56.0,34.0497,-32.4989,-47.0,-26.0,-54.0,-53.0,-70.0,-62.0,-65.0,-56.0,34.093,-32.1515,-47.0,-26.0,-54.0,-53.0,-70.0,-62.0,-65.0,-56.0,33.7544,-33.0442,-47.0,-26.0,-54.0,-53.0,-70.0,-62.0,-65.0,-56.0,34.5923,-33.4747,-47.0,-26.0,-54.0,-58.0,-70.0,-62.0,-65.0,-56.0,35.0352,-31.6229,-30.0,-33.0,-54.0,-58.0,-70.0,-62.0,-65.0,-56.0,34.0077,-32.4362,-29.0,-33.0,-55.0,-58.0,-70.0,-62.0,-65.0,-56.0,34.063,-33.3348,0.5_0.5,train
