elapsed_s,tag_hex_id,position_x,position_y,yaw_map
23.957,0xC0,0.1,2.8166,358.19
23.966,0xC0,0.1,2.8077,358.19
23.972,0xC0,0.1,2.8012,358.19
23.977,0xC0,0.1,2.7943,358.19
23.981,0xC0,0.1,2.7871,358.19
24.011,0xC0,0.1,2.7877,358.31
24.063,0xC0,0.1,2.8114,358.25
24.066,0xC0,0.1,2.8101,358.25
24.069,0xC0,0.1,2.8062,358.25
24.072,0xC0,0.1,2.803,358.25
24.215,0xC0,0.1,2.8393,358.62
24.219,0xC0,0.1,2.8441,358.62
24.224,0xC0,0.1,2.8566,358.62
24.228,0xC0,0.1,2.8677,358.62
24.233,0xC0,0.1,2.8755,358.62
24.237,0xC0,0.1,2.8727,358.62
24.242,0xC0,0.1,2.8671,358.62
24.244,0xC0,0.1,2.8613,358.62
24.248,0xC0,0.1,2.8507,358.62
24.25,0xC0,0.1,2.8372,358.62
24.253,0xC0,0.1,2.8237,358.62
24.265,0xC0,0.1,2.8093,358.94
24.267,0xC0,0.1,2.7941,358.94
24.27,0xC0,0.1,2.7815,358.94
24.275,0xC0,0.1,2.7712,358.94
24.311,0xC0,0.1,2.7593,359.0
24.315,0xC0,0.1,2.7434,359.0
24.318,0xC0,0.1,2.7259,359.0
24.322,0xC0,0.1,2.7085,359.0
24.357,0xC0,0.1,2.686,358.69
24.359,0xC0,0.1,2.6719,358.69
24.362,0xC0,0.1,2.66,358.69
24.364,0xC0,0.1,2.6491,358.69
24.407,0xC0,0.1,2.624,358.5
24.41,0xC0,0.1,2.6131,358.5
24.415,0xC0,0.1,2.604,358.5
24.418,0xC0,0.1,2.5957,358.5
24.422,0xC0,0.1,2.5886,358.5
24.529,0xC0,0.1,2.5323,1.25
24.534,0xC0,0.1,2.5333,1.25
24.545,0xC0,0.1,2.5334,1.25
24.551,0xC0,0.1,2.5316,1.25
24.557,0xC0,0.1,2.5309,1.25
24.561,0xC0,0.1,2.5328,1.25
24.568,0xC0,0.1,2.5351,1.25
24.575,0xC0,0.1,2.5434,1.25
24.58,0xC0,0.1,2.5505,1.25
24.584,0xC0,0.1,2.5583,1.25
24.593,0xC0,0.1,2.5642,2.81
24.596,0xC0,0.1,2.571,2.81
24.599,0xC0,0.1,2.566,2.81
24.603,0xC0,0.1,2.561,2.81
24.608,0xC0,0.1,2.5541,2.81
24.611,0xC0,0.1,2.5485,2.81
24.615,0xC0,0.1,2.544,2.81
24.728,0xC0,0.1,2.5073,3.81
24.731,0xC0,0.1,2.5065,3.81
24.734,0xC0,0.1,2.5041,3.81
24.737,0xC0,0.1,2.5001,3.81
24.74,0xC0,0.1,2.4958,3.81
24.743,0xC0,0.1,2.4919,3.81
24.748,0xC0,0.1,2.4879,3.81
24.752,0xC0,0.1,2.4846,3.81
24.757,0xC0,0.1,2.4808,3.81
24.762,0xC0,0.1,2.4704,3.81
24.767,0xC0,0.1,2.4604,3.81
24.828,0xC0,0.1,2.4295,9.81
24.83,0xC0,0.1,2.4235,9.81
24.835,0xC0,0.1,2.4248,9.81
24.84,0xC0,0.1,2.4265,9.81
24.843,0xC0,0.1,2.4283,9.81
24.845,0xC0,0.1,2.4316,9.81
24.849,0xC0,0.1,2.435,9.81
24.852,0xC0,0.1,2.4149,9.81
24.879,0xC0,0.1,2.3818,11.75
24.882,0xC0,0.1,2.3591,11.75
24.887,0xC0,0.1,2.3395,11.75
24.891,0xC0,0.1,2.3197,11.75
24.896,0xC0,0.1,2.3032,11.75
24.925,0xC0,0.1,2.2724,13.31
24.927,0xC0,0.1,2.2595,13.31
24.932,0xC0,0.1,2.2388,13.31
24.934,0xC0,0.1,2.2159,13.31
24.939,0xC0,0.1,2.1936,13.31
24.972,0xC0,0.1,2.1421,14.0
24.976,0xC0,0.1,2.1197,14.0
24.979,0xC0,0.1,2.0986,14.0
24.981,0xC0,0.1,2.0768,14.0
24.984,0xC0,0.1,2.0545,14.0
25.018,0xC0,0.1,1.9926,14.0
25.02,0xC0,0.1,1.9745,14.0
25.025,0xC0,0.1,1.9581,14.0
25.033,0xC0,0.1,1.9362,14.0
25.065,0xC0,0.1,1.8767,14.0
25.069,0xC0,0.1,1.8621,14.0
25.073,0xC0,0.1,1.8486,14.0
25.114,0xC0,0.1,1.7844,14.0
25.117,0xC0,0.1,1.7782,14.0
25.122,0xC0,0.1,1.7807,14.0
25.126,0xC0,0.1,1.7813,14.0
25.131,0xC0,0.1,1.7839,14.0
25.133,0xC0,0.1,1.775,14.0
25.136,0xC0,0.1,1.7677,14.0
25.159,0xC0,0.1,1.7308,14.0
25.206,0xC0,0.1,1.6569,14.0
25.208,0xC0,0.1,1.6464,14.0
25.216,0xC0,0.1,1.6462,14.0
25.253,0xC0,0.1,1.5983,14.0
25.256,0xC0,0.1,1.6017,14.0
25.26,0xC0,0.1,1.6077,14.0
25.265,0xC0,0.1,1.6103,14.0
25.268,0xC0,0.1,1.6121,14.0
25.3,0xC0,0.1,1.5791,12.69
25.303,0xC0,0.1,1.5883,12.69
25.307,0xC0,0.1,1.5851,12.69
25.313,0xC0,0.1,1.5778,12.69
25.321,0xC0,0.1,1.5644,12.69
25.349,0xC0,0.1,1.5249,11.62
25.351,0xC0,0.1,1.5124,11.62
25.354,0xC0,0.1,1.4946,11.62
25.358,0xC0,0.1,1.4741,11.62
25.398,0xC0,0.1,1.4051,10.44
25.401,0xC0,0.1,1.3923,10.44
25.406,0xC0,0.1,1.3843,10.44
25.547,0xC0,0.1,1.1895,9.56
25.554,0xC0,0.1,1.1913,9.56
25.562,0xC0,0.1,1.1912,9.56
25.567,0xC0,0.1,1.1934,9.56
25.572,0xC0,0.1,1.193,9.56
25.577,0xC0,0.1,1.1959,9.56
25.582,0xC0,0.1,1.2001,9.56
25.585,0xC0,0.1,1.2074,9.56
25.589,0xC0,0.1,1.2144,9.56
25.593,0xC0,0.1,1.2204,9.56
25.597,0xC0,0.1,1.2266,9.56
25.601,0xC0,0.1,1.2311,9.56
25.605,0xC0,0.1,1.2358,9.56
25.647,0xC0,0.1,1.2099,9.12
25.649,0xC0,0.1,1.2206,9.12
25.652,0xC0,0.1,1.2304,9.12
25.657,0xC0,0.1,1.2356,9.12
25.662,0xC0,0.1,1.2386,9.12
25.667,0xC0,0.1,1.2343,9.12
25.673,0xC0,0.1,1.2258,9.12
25.692,0xC0,0.1,1.209,8.81
25.695,0xC0,0.1,1.205,8.81
25.743,0xC0,0.1,1.1658,8.94
25.746,0xC0,0.1,1.1647,8.94
25.753,0xC0,0.1,1.1638,8.94
25.849,0xC0,0.1,1.088,9.12
25.853,0xC0,0.1,1.0926,9.12
25.857,0xC0,0.1,1.0972,9.12
25.86,0xC0,0.1,1.1005,9.12
25.865,0xC0,0.1,1.0817,9.12
25.868,0xC0,0.1,1.0582,9.12
25.872,0xC0,0.1,1.0336,9.12
25.876,0xC0,0.1,1.0069,9.12
25.881,0xC0,0.1,0.97,9.12
25.885,0xC0,0.1,0.9361,9.12
25.891,0xC0,0.1,0.9065,9.12
25.895,0xC0,0.1,0.8767,9.12
25.905,0xC0,0.1,0.8482,9.12
25.909,0xC0,0.1,0.8393,9.12
25.913,0xC0,0.1,0.831,9.12
25.96,0xC0,0.1,0.7895,9.12
25.963,0xC0,0.1,0.8045,9.12
25.966,0xC0,0.1,0.8187,9.12
26.101,0xC0,0.1,0.7215,9.12
26.154,0xC0,0.1,0.7334,9.12
26.257,0xC0,0.1,0.7519,6.75
26.26,0xC0,0.1,0.819,6.75
26.444,0xC0,0.0245,0.8686,2.75
26.496,0xC0,0.005,0.9343,1.44
26.499,0xC0,0.1,0.9776,1.44
26.502,0xC0,0.1,0.9535,1.44
26.505,0xC0,0.1,0.927,1.44
26.51,0xC0,0.1,0.9008,1.44
26.542,0xC0,0.1,0.8706,0.38
26.546,0xC0,0.1,0.8474,0.38
26.549,0xC0,0.1,0.8291,0.38
26.552,0xC0,0.1,0.8158,0.38
26.589,0xC0,0.1,0.7953,359.81
26.592,0xC0,0.1,0.8001,359.81
26.636,0xC0,0.1,0.8012,359.56
26.64,0xC0,0.1,0.8112,359.56
26.646,0xC0,0.1,0.8191,359.56
26.649,0xC0,0.1,0.8262,359.56
26.686,0xC0,0.1,0.8276,359.25
26.691,0xC0,0.1,0.8284,359.25
26.696,0xC0,0.1,0.8291,359.25
26.769,0xC0,0.1,0.8106,358.94
26.774,0xC0,0.1,0.8185,358.94
26.778,0xC0,0.1,0.8297,358.94
26.781,0xC0,0.1,0.8411,358.94
26.786,0xC0,0.1,0.8504,358.94
26.872,0xC0,0.1,0.8572,357.75
26.875,0xC0,0.1,0.8724,357.75
27.291,0xC0,0.1,0.952,355.75
27.389,0xC0,0.1,0.9876,356.12
27.393,0xC0,0.1,0.9877,356.12
27.397,0xC0,0.1,1.0014,356.12
27.572,0xC0,0.1,1.0646,355.81
27.69,0xC0,0.1,1.095,359.5
27.693,0xC0,0.1,1.0984,359.5
27.698,0xC0,0.1,1.1008,359.5
27.701,0xC0,0.1,1.1022,359.5
27.75,0xC0,0.1,1.1124,0.19
27.897,0xC0,0.1,1.1356,1.25
27.902,0xC0,0.1,1.1281,1.25
27.908,0xC0,0.1,1.115,1.25
27.913,0xC0,0.1,1.1161,1.25
27.917,0xC0,0.1,1.1201,1.25
27.92,0xC0,0.1,1.1235,1.25
27.924,0xC0,0.1,1.1268,1.25
27.927,0xC0,0.1,1.1294,1.25
27.931,0xC0,0.1,1.1319,1.25
27.934,0xC0,0.1,1.1337,1.25
27.938,0xC0,0.1,1.1354,1.25
27.941,0xC0,0.1,1.1368,1.25
27.954,0xC0,0.1,1.1399,1.25
27.958,0xC0,0.1,1.1411,1.25
27.962,0xC0,0.1,1.1422,1.25
27.965,0xC0,0.1,1.1424,1.25
28.101,0xC0,0.1,1.1616,1.25
28.107,0xC0,0.1,1.1584,1.25
28.114,0xC0,0.1,1.1583,1.25
28.12,0xC0,0.1,1.1588,1.25
28.126,0xC0,0.1,1.1586,1.25
28.252,0xC0,0.1,1.1766,1.88
28.407,0xC0,0.1,1.1877,0.75
28.412,0xC0,0.1,1.1871,0.75
28.417,0xC0,0.1,1.1637,0.75
28.466,0xC0,0.1,1.1421,0.81
28.614,0xC0,0.1,1.111,359.94
28.618,0xC0,0.1,1.0954,359.94
28.622,0xC0,0.1,1.0981,359.94
28.628,0xC0,0.1,1.1387,359.94
28.634,0xC0,0.1,1.1807,359.94
28.64,0xC0,0.1,1.2147,359.94
28.646,0xC0,0.1,1.2436,359.94
28.655,0xC0,0.1,1.2685,359.94
28.72,0xC0,0.1,1.316,359.94
28.725,0xC0,0.1,1.3427,359.94
28.734,0xC0,0.1,1.3638,359.94
28.744,0xC0,0.1,1.3621,359.94
28.751,0xC0,0.1,1.3605,359.94
28.756,0xC0,0.1,1.3562,359.94
28.763,0xC0,0.1,1.3636,359.94
28.771,0xC0,0.1,1.3717,0.38
28.78,0xC0,0.1,1.3819,1.56
28.785,0xC0,0.1,1.3996,1.56
28.79,0xC0,0.1,1.4118,1.56
28.794,0xC0,0.1,1.4122,1.56
28.799,0xC0,0.1,1.4101,1.56
28.817,0xC0,0.1,1.4124,2.0
28.823,0xC0,0.1,1.4099,2.0
28.83,0xC0,0.1,1.4086,2.0
28.835,0xC0,0.1,1.4057,2.0
28.843,0xC0,0.1,1.4141,2.0
28.862,0xC0,0.1,1.4268,2.44
28.867,0xC0,0.1,1.4332,2.44
28.878,0xC0,0.1,1.45,2.44
28.887,0xC0,0.1,1.4659,2.44
28.894,0xC0,0.1,1.481,2.44
28.915,0xC0,0.1,1.5025,2.44
28.921,0xC0,0.1,1.5153,2.44
28.925,0xC0,0.1,1.5222,2.44
28.929,0xC0,0.1,1.5271,2.44
29.03,0xC0,0.1,1.5888,2.44
29.037,0xC0,0.1,1.592,2.44
29.046,0xC0,0.1,1.5944,2.44
29.05,0xC0,0.1,1.5961,2.44
29.055,0xC0,0.1,1.5995,2.44
29.057,0xC0,0.1,1.6004,2.44
29.061,0xC0,0.1,1.6007,2.44
29.064,0xC0,0.1,1.597,2.44
29.067,0xC0,0.1,1.5907,2.44
29.069,0xC0,0.1,1.583,2.44
29.072,0xC0,0.1,1.5761,2.44
29.076,0xC0,0.1,1.5703,2.44
29.081,0xC0,0.1,1.5655,2.44
29.084,0xC0,0.1,1.5736,2.44
29.088,0xC0,0.1,1.5802,2.44
29.138,0xC0,0.1,1.6104,5.19
29.144,0xC0,0.1,1.6175,5.19
29.151,0xC0,0.1,1.6246,5.19
29.228,0xC0,0.1,1.6688,5.62
29.234,0xC0,0.1,1.6736,5.62
29.239,0xC0,0.1,1.6836,5.62
29.243,0xC0,0.1,1.69,5.62
29.249,0xC0,0.1,1.6972,5.62
29.255,0xC0,0.1,1.7032,5.62
29.328,0xC0,0.1,1.7563,5.62
29.332,0xC0,0.1,1.7606,5.62
29.337,0xC0,0.1,1.7632,5.62
29.339,0xC0,0.1,1.7638,5.62
29.344,0xC0,0.1,1.7636,5.62
29.35,0xC0,0.1,1.7635,5.62
29.358,0xC0,0.1,1.7647,5.62
29.363,0xC0,0.1,1.7577,5.62
29.369,0xC0,0.1,1.754,5.62
29.375,0xC0,0.1,1.759,5.62
29.382,0xC0,0.1,1.764,5.62
29.387,0xC0,0.1,1.7759,5.62
29.392,0xC0,0.1,1.7868,5.62
29.396,0xC0,0.1,1.7945,5.62
29.4,0xC0,0.1,1.8033,5.62
29.408,0xC0,0.1,1.811,5.62
29.533,0xC0,0.1,1.8947,6.81
29.536,0xC0,0.1,1.897,6.81
29.542,0xC0,0.1,1.8934,6.81
29.548,0xC0,0.1,1.892,6.81
29.555,0xC0,0.1,1.8914,6.81
29.561,0xC0,0.1,1.8904,6.81
29.568,0xC0,0.1,1.8876,6.81
29.575,0xC0,0.1,1.8873,6.81
29.584,0xC0,0.1,1.8901,6.81
29.59,0xC0,0.1,1.891,6.81
29.598,0xC0,0.1,1.8923,6.81
29.601,0xC0,0.1,1.8947,6.81
29.609,0xC0,0.1,1.8964,6.81
29.614,0xC0,0.1,1.8987,6.81
29.618,0xC0,0.1,1.9098,6.81
29.622,0xC0,0.1,1.9169,6.81
29.628,0xC0,0.1,1.9194,6.81
29.631,0xC0,0.1,1.9196,6.81
29.638,0xC0,0.1,1.92,7.06
29.646,0xC0,0.1,1.9214,7.06
29.652,0xC0,0.1,1.9223,7.06
29.658,0xC0,0.1,1.9231,7.06
29.664,0xC0,0.1,1.9241,7.06
29.741,0xC0,0.1,1.9651,6.38
29.745,0xC0,0.1,1.968,6.38
29.749,0xC0,0.1,1.9695,6.38
29.755,0xC0,0.1,1.9701,6.38
29.761,0xC0,0.1,1.9774,6.38
29.767,0xC0,0.1,1.9837,6.38
29.773,0xC0,0.1,1.9905,6.38
29.779,0xC0,0.1,1.9968,6.38
29.784,0xC0,0.1,2.0041,6.38
29.79,0xC0,0.1,2.0108,6.38
29.796,0xC0,0.1,2.0114,6.38
29.801,0xC0,0.1,2.0111,6.38
29.808,0xC0,0.1,2.0099,6.31
29.84,0xC0,0.1,2.0222,6.5
29.846,0xC0,0.1,2.0203,6.5
29.853,0xC0,0.1,2.0192,6.5
29.859,0xC0,0.1,2.0177,6.5
29.867,0xC0,0.1,2.017,6.5
29.872,0xC0,0.1,2.0221,6.5
29.886,0xC0,0.1,2.0323,6.81
29.89,0xC0,0.1,2.038,6.81
29.896,0xC0,0.1,2.0433,6.81
29.902,0xC0,0.1,2.0501,6.81
29.908,0xC0,0.1,2.0569,6.81
29.915,0xC0,0.1,2.0637,6.81
29.939,0xC0,0.1,2.0812,7.25
29.943,0xC0,0.1,2.0892,7.25
29.948,0xC0,0.1,2.0952,7.25
30.043,0xC0,0.1,2.1507,8.69
30.049,0xC0,0.1,2.1527,8.69
30.054,0xC0,0.1,2.1554,8.69
30.06,0xC0,0.1,2.1564,8.69
30.066,0xC0,0.1,2.1584,8.69
30.069,0xC0,0.1,2.1624,8.69
30.073,0xC0,0.1,2.1669,8.69
30.079,0xC0,0.1,2.1701,8.69
30.093,0xC0,0.1,2.1785,9.56
30.099,0xC0,0.1,2.1833,9.56
30.106,0xC0,0.1,2.1877,9.56
30.111,0xC0,0.1,2.1938,9.56
30.118,0xC0,0.1,2.2016,9.56
30.14,0xC0,0.1,2.2175,9.56
30.146,0xC0,0.1,2.2246,9.56
30.153,0xC0,0.1,2.2313,9.56
30.158,0xC0,0.1,2.2364,9.56
30.26,0xC0,0.1,2.2982,12.5
30.269,0xC0,0.1,2.2997,12.5
30.278,0xC0,0.1,2.3053,12.5
30.284,0xC0,0.1,2.3096,12.5
30.291,0xC0,0.1,2.3123,12.5
30.296,0xC0,0.1,2.3244,12.5
30.304,0xC0,0.1,2.3347,12.5
30.31,0xC0,0.1,2.3447,12.5
30.316,0xC0,0.1,2.3532,12.5
30.32,0xC0,0.1,2.3571,12.5
30.325,0xC0,0.1,2.3574,12.5
30.329,0xC0,0.1,2.3564,12.5
30.353,0xC0,0.1,2.3672,13.62
30.357,0xC0,0.1,2.3657,13.62
30.362,0xC0,0.1,2.3623,13.62
30.366,0xC0,0.1,2.3575,13.62
30.371,0xC0,0.1,2.3548,13.62
30.408,0xC0,0.1,2.3736,13.56
30.412,0xC0,0.1,2.3688,13.56
30.417,0xC0,0.1,2.3633,13.56
30.421,0xC0,0.1,2.3564,13.56
30.427,0xC0,0.1,2.3506,13.56
30.433,0xC0,0.1,2.3462,13.56
30.564,0xC0,0.1,2.3876,13.62
30.567,0xC0,0.1,2.3727,13.62
30.572,0xC0,0.1,2.3617,13.62
30.576,0xC0,0.1,2.3527,13.62
30.582,0xC0,0.1,2.3449,13.62
30.588,0xC0,0.1,2.3386,13.62
30.594,0xC0,0.1,2.333,13.62
30.6,0xC0,0.1,2.3278,13.62
30.606,0xC0,0.1,2.3234,13.62
30.612,0xC0,0.1,2.3181,13.62
30.62,0xC0,0.1,2.3212,13.62
30.626,0xC0,0.1,2.3241,13.62
30.633,0xC0,0.1,2.329,13.81
30.639,0xC0,0.1,2.3339,13.81
30.646,0xC0,0.1,2.3433,13.81
30.652,0xC0,0.1,2.3519,13.81
30.658,0xC0,0.1,2.3678,13.81
30.664,0xC0,0.1,2.3845,13.62
30.668,0xC0,0.1,2.3992,13.62
30.672,0xC0,0.1,2.4142,13.62
30.676,0xC0,0.1,2.4255,13.62
30.684,0xC0,0.1,2.4362,13.62
30.69,0xC0,0.1,2.4483,13.62
30.705,0xC0,0.1,2.4637,13.38
30.755,0xC0,0.1,2.5027,12.88
30.761,0xC0,0.1,2.5152,12.88
30.769,0xC0,0.1,2.5313,12.88
30.774,0xC0,0.1,2.5456,12.88
30.865,0xC0,0.1,2.62,11.81
30.87,0xC0,0.1,2.6359,11.81
30.877,0xC0,0.1,2.6518,11.81
30.882,0xC0,0.1,2.6739,11.81
30.889,0xC0,0.1,2.6983,11.81
30.895,0xC0,0.1,2.7199,11.81
30.901,0xC0,0.1,2.7407,11.81
30.907,0xC0,0.1,2.758,11.81
30.914,0xC0,0.1,2.7757,11.81
30.919,0xC0,0.1,2.7912,11.81
30.927,0xC0,0.1,2.8061,11.81
30.935,0xC0,0.1,2.8205,11.38
30.94,0xC0,0.1,2.8329,11.38
30.946,0xC0,0.1,2.8519,11.38
30.957,0xC0,0.1,2.8725,11.38
30.96,0xC0,0.1,2.8864,11.38
31.005,0xC0,0.1,2.9434,11.06
31.011,0xC0,0.1,2.9545,11.06
31.021,0xC0,0.1,2.9673,11.06
31.026,0xC0,0.1,2.9812,11.06
31.035,0xC0,0.1,2.9913,11.06
31.041,0xC0,0.1,3.0075,11.06
31.058,0xC0,0.1,3.0353,10.69
31.064,0xC0,0.1,3.0543,10.69
31.07,0xC0,0.1,3.0697,10.69
31.076,0xC0,0.1,3.0847,10.69
31.084,0xC0,0.1,3.0997,10.69
31.089,0xC0,0.1,3.1112,10.69
31.103,0xC0,0.1,3.1326,10.0
31.109,0xC0,0.1,3.1488,10.0
31.116,0xC0,0.1,3.1651,10.0
31.121,0xC0,0.1,3.1797,10.0
31.15,0xC0,0.1,3.2243,9.75
31.156,0xC0,0.1,3.2378,9.75
31.163,0xC0,0.1,3.2492,9.75
31.168,0xC0,0.1,3.2573,9.75
31.18,0xC0,0.1,3.2519,9.75
31.279,0xC0,0.1,3.3618,10.19
31.285,0xC0,0.1,3.341,10.19
31.291,0xC0,0.1,3.3245,10.19
31.297,0xC0,0.1,3.3083,10.19
31.302,0xC0,0.1,3.2887,10.19
31.306,0xC0,0.1,3.2662,10.19
31.314,0xC0,0.1,3.2458,10.19
31.32,0xC0,0.1,3.2288,10.19
31.326,0xC0,0.1,3.2131,10.19
31.379,0xC0,0.1,3.2199,10.31
31.382,0xC0,0.1,3.1981,10.31
31.387,0xC0,0.1,3.1764,10.31
31.391,0xC0,0.1,3.1576,10.31
31.395,0xC0,0.1,3.1408,10.31
31.398,0xC0,0.1,3.1265,10.31
31.402,0xC0,0.1,3.1146,10.31
31.406,0xC0,0.1,3.1036,10.31
31.411,0xC0,0.1,3.0936,10.31
31.43,0xC0,0.1,3.0885,10.31
31.436,0xC0,0.1,3.0799,10.31
31.443,0xC0,0.1,3.0727,10.31
31.448,0xC0,0.1,3.0654,10.31
31.455,0xC0,0.1,3.0591,10.31
31.589,0xC0,0.1,3.0665,10.31
31.595,0xC0,0.1,3.0557,10.31
31.601,0xC0,0.1,3.0463,10.31
31.607,0xC0,0.1,3.0377,10.31
31.614,0xC0,0.1,3.033,10.31
31.619,0xC0,0.1,3.0287,10.31
31.627,0xC0,0.1,3.0247,10.31
31.633,0xC0,0.1,3.0318,10.31
31.638,0xC0,0.1,3.0381,10.31
31.641,0xC0,0.1,3.0437,10.31
31.645,0xC0,0.1,3.0611,10.31
31.648,0xC0,0.1,3.0814,10.31
31.652,0xC0,0.1,3.1011,10.31
31.656,0xC0,0.1,3.1208,10.31
31.66,0xC0,0.1,3.1408,10.31
31.665,0xC0,0.1,3.1592,10.31
31.797,0xC0,0.1,3.2508,17.31
31.8,0xC0,0.1,3.2835,17.31
31.804,0xC0,0.1,3.3095,17.31
31.807,0xC0,0.1,3.3298,17.31
31.812,0xC0,0.1,3.3517,17.31
31.816,0xC0,0.1,3.3733,17.31
31.821,0xC0,0.1,3.3935,17.31
31.823,0xC0,0.1,3.3978,17.31
31.827,0xC0,0.1,3.3993,17.31
31.893,0xC0,0.1,3.4535,18.44
31.895,0xC0,0.1,3.4387,18.44
31.898,0xC0,0.1,3.4248,18.44
31.9,0xC0,0.1,3.4112,18.44
31.903,0xC0,0.1,3.3991,18.44
31.905,0xC0,0.1,3.3927,18.44
31.909,0xC0,0.1,3.3868,18.44
31.948,0xC0,0.1,3.402,19.25
31.952,0xC0,0.1,3.3952,19.25
31.957,0xC0,0.1,3.3909,19.25
31.96,0xC0,0.1,3.3857,19.25
32.091,0xC0,0.1,3.4281,19.44
32.094,0xC0,0.1,3.4103,19.44
32.098,0xC0,0.1,3.3992,19.44
32.102,0xC0,0.1,3.3897,19.44
32.105,0xC0,0.1,3.381,19.44
32.109,0xC0,0.1,3.3732,19.44
32.114,0xC0,0.1,3.3659,19.44
32.117,0xC0,0.1,3.3581,19.44
32.119,0xC0,0.1,3.3537,19.44
32.192,0xC0,0.1,3.3641,19.44
32.194,0xC0,0.1,3.3607,19.44
32.2,0xC0,0.1,3.3584,19.44
32.203,0xC0,0.1,3.3589,19.44
32.211,0xC0,0.1,3.3613,19.44
32.215,0xC0,0.1,3.3636,19.44
32.247,0xC0,0.1,3.3608,19.44
32.252,0xC0,0.1,3.356,19.44
32.295,0xC0,0.1,3.3551,19.44
32.298,0xC0,0.1,3.3491,19.44
32.302,0xC0,0.1,3.3438,19.44
32.395,0xC0,0.1,3.3648,16.81
32.398,0xC0,0.1,3.3856,16.81
32.402,0xC0,0.1,3.403,16.81
32.407,0xC0,0.1,3.4178,16.81
32.409,0xC0,0.1,3.4306,16.81
32.442,0xC0,0.1,3.4452,16.0
32.446,0xC0,0.1,3.4471,16.0
32.491,0xC0,0.1,3.4735,16.0
32.496,0xC0,0.1,3.4892,16.0
32.502,0xC0,0.1,3.5046,16.0
32.506,0xC0,0.1,3.5235,16.0
32.513,0xC0,0.1,3.543,16.0
32.548,0xC0,0.1,3.5765,14.56
32.554,0xC0,0.1,3.5717,14.56
32.561,0xC0,0.1,3.5698,14.56
32.567,0xC0,0.1,3.5761,14.56
32.575,0xC0,0.1,3.5833,14.56
32.704,0xC0,0.1,3.6681,13.94
32.708,0xC0,0.1,3.6847,13.94
32.712,0xC0,0.1,3.6886,13.94
32.715,0xC0,0.1,3.6888,13.94
32.718,0xC0,0.1,3.6877,13.94
32.719,0xC0,0.1,3.6893,13.94
32.809,0xC0,0.1,3.7385,13.31
32.817,0xC0,0.1,3.7196,13.25
32.823,0xC0,0.1,3.7064,13.25
32.831,0xC0,0.1,3.7072,13.25
32.837,0xC0,0.1,3.7074,13.25
32.843,0xC0,0.1,3.7079,13.25
32.856,0xC0,0.1,3.7108,13.31
32.904,0xC0,0.1,3.7371,13.38
32.911,0xC0,0.1,3.7515,13.38
32.959,0xC0,0.1,3.783,13.56
33.001,0xC0,0.1,3.8141,13.62
33.004,0xC0,0.1,3.8187,13.62
33.124,0xC0,0.1,3.8743,13.69
33.127,0xC0,0.1,3.8594,13.69
33.133,0xC0,0.1,3.8486,13.69
33.137,0xC0,0.1,3.8395,13.69
33.141,0xC0,0.1,3.832,13.69
33.145,0xC0,0.1,3.8263,13.69
33.186,0xC0,0.1,3.8332,13.69
33.189,0xC0,0.1,3.8267,13.69
33.193,0xC0,0.1,3.8373,13.69
33.196,0xC0,0.1,3.8498,13.69
33.203,0xC0,0.1,3.8652,13.69
33.21,0xC0,0.1,3.8796,13.69
33.232,0xC0,0.1,3.9082,13.69
33.236,0xC0,0.1,3.9278,13.69
33.242,0xC0,0.1,3.9442,13.69
33.246,0xC0,0.1,3.9587,13.69
33.252,0xC0,0.1,3.9629,13.69
33.259,0xC0,0.1,3.9704,13.69
33.265,0xC0,0.1,3.9809,13.69
33.283,0xC0,0.1,3.9973,13.69
33.288,0xC0,0.1,4.007,13.69
33.296,0xC0,0.1,4.0178,13.69
33.347,0xC0,0.1,4.0557,12.94
33.355,0xC0,0.1,4.0643,12.38
33.362,0xC0,0.1,4.0716,12.0
33.37,0xC0,0.1,4.0773,11.81
33.375,0xC0,0.1,4.0793,11.81
33.383,0xC0,0.1,4.0824,11.81
33.39,0xC0,0.1,4.0853,11.81
33.395,0xC0,0.1,4.0975,11.19
33.4,0xC0,0.1,4.1106,11.19
33.405,0xC0,0.1,4.1233,11.19
33.409,0xC0,0.1,4.1347,11.19
33.437,0xC0,0.1,4.162,10.19
33.443,0xC0,0.1,4.1736,10.19
33.485,0xC0,0.1,4.2134,9.0
33.494,0xC0,0.1,4.2239,9.0
33.502,0xC0,0.1,4.2361,9.0
33.508,0xC0,0.1,4.2437,9.0
33.516,0xC0,0.1,4.2532,9.0
33.649,0xC0,0.1,4.3456,6.69
33.653,0xC0,0.1,4.3383,6.69
33.658,0xC0,0.1,4.3197,6.69
33.664,0xC0,0.1,4.3092,6.69
33.668,0xC0,0.1,4.3007,6.69
33.671,0xC0,0.1,4.2822,6.69
33.675,0xC0,0.1,4.2607,6.69
33.68,0xC0,0.1,4.2411,6.69
33.687,0xC0,0.1,4.2238,6.69
33.694,0xC0,0.1,4.2088,6.69
33.729,0xC0,0.1,4.2039,4.75
33.735,0xC0,0.1,4.1881,4.75
33.741,0xC0,0.1,4.1736,4.75
33.745,0xC0,0.1,4.1778,4.75
33.75,0xC0,0.1,4.1863,4.75
33.753,0xC0,0.1,4.1962,4.75
33.778,0xC0,0.1,4.2133,3.88
33.784,0xC0,0.1,4.2236,3.88
33.792,0xC0,0.1,4.2337,3.88
